Drug_Name,Reason,Description,mildness
Captol 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
CARE 650mg Tablet 10's,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Centamol 125mg Suspension 60ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Cetamol 125mg Suspension 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Cipmol 650mg Tablet 10'SCipmol 500mg Tablet 10'S,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Coldmine Syrup 60ml,Fever,short-term treatment of fever,moderate
Conpar 50/500mg Tablet 10'S,Fever,"used to treat migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Crocin Quick 500mg Capsule 10'SCrocin Mixed Fruit Flavour 240mg Suspension 60mlCrocin 650mg Tablet 15'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Cule 500mg Tablet 15'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
CZ Plus Tablet 10'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Dikriz 120mg Dry Syrup 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Doliprane 650mg Tablet 6'S,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Doliza Plus Tablet 10'S,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
Dolocare 500mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Dolodart 120mg Suspension 60ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Dologlan 1000mg Infusion 100ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Dolomol 250mg Syrup 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Dolopar 125mg Suspension 60ml,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Elcol Syrup 60ml,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
Essmol 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Febrex ER 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Febrinil 150mg Injection 15ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Fepanil 1000mg Infusion 100ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Fevago Drops 15ml,Fever,used to reduce a fever (high temperature),moderate
Fevastin 150mg Injection 2ml,Fever,"used for mild to moderate pain including fever, headache, migraine, nerve pain, toothache, sore throat, period pains and general aches and pains",mild
Fevridol 150mg Injection 2mlFevridol 250mg Syrup 60ml,Fever,"used to relieve the symptoms of fever, cold and flu",moderate
Fevridol ER 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Fibromet Suspension 60mlFibromet Syrup 60ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Finamac 1000mg Infusion 100ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Flumol 650mg Tablet 10'S,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Gerpyrin 1000mg Injection 100ml,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
Glenpar 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Hospimol 1000mg Infusion 100ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Ibibull ER 650mg Tablet 10'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Ibugesic Plus Tablet 20'S,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Ibupara 400/325mg Tablet 10'S,Fever,used to reduce a fever (high temperature),moderate
Icparil 400mg Tablet 10'S,Fever,"used for mild to moderate pain including fever, headache, migraine, nerve pain, toothache, sore throat, period pains and general aches and pains",mild
Infemol 650mg Tablet 10'SInfemol 125mg Suspension 60mlInfemol 250mg Suspension 60ml,Fever,"used to relieve the symptoms of fever, cold and flu",moderate
Junimol 125mg Suspension 60ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Kabimol 1000mg Injection 100ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Kelvin 500mg Syrup 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Larkin 500mg Tablet 10'S,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Leemol 500mg Tablet 1000'SLeemol 125mg Syrup 60ml,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
LIT King 250mg Suspension 60ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Lofev 1000mg Infusion 100ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Lupipara 650mg Tablet 10'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Macfast 100mg Infusion 100ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Mangolide Suspension 60ml,Fever,used to reduce a fever (high temperature),moderate
Medomol 125mg Syrup 60mlMedomol 300mg Distab 15'S,Fever,"used for mild to moderate pain including fever, headache, migraine, nerve pain, toothache, sore throat, period pains and general aches and pains",mild
MEFENTOD P Suspension 60ml,Fever,"used to relieve the symptoms of fever, cold and flu",moderate
MEFPREX Suspension 60ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
MEFPREX P Suspension 60ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Melidens 250mg Suspension 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Mepar Tablet 10'S,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Meprocin 500mg Tablet 10'SMeprocin 125mg Syrup 60ml,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
Merimol 500mg Tablet 10'SMerimol 1000mg Injection 100mlMerimol 250mg Syrup 60mlMerimol 125mg Syrup 60ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Merimol DT 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Mypar 125mg Liquid 60mlMypar 500mg Tablet 1000'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Neomol 150mg Injection 2ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Neomol Ivg 500mg Infusion 50ml,Fever,used to reduce a fever (high temperature),moderate
NICARE P Syrup 60ml,Fever,"used for mild to moderate pain including fever, headache, migraine, nerve pain, toothache, sore throat, period pains and general aches and pains",mild
NIMUFLEX P KID Suspension 60ml,Fever,"used to relieve the symptoms of fever, cold and flu",moderate
Orangemol 125mg Suspension 60mlOrangemol 250mg Syrup 60ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Oromol 650mg Tablet 10'SOromol 150mg Drops 15mlOromol 125mg Syrup 60ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Oromol Pead 650mg Suspension 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Orvomol 1000mg Infusion 100ml,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
P 750mg Tablet 10'S,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
P 1000 Tablet 10's,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
P 125 Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
P 250 Tablet 10'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
P U C 125mg Suspension 60mlP U C 125mg Drops 15ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
PA 500mg Tablet 10'SPA 250mg Suspension 60mlPA 650mg Tablet 10'SPA 125mg Suspension 60ml,Fever,used to reduce a fever (high temperature),moderate
PA 12 1000mg Tablet 10'S,Fever,"used for mild to moderate pain including fever, headache, migraine, nerve pain, toothache, sore throat, period pains and general aches and pains",mild
PAARMOL 1000MG INJECTION 100MLPAARMOL 500MG TABLET 15'SPAARMOL 1000MG INJECTION 2MLPaarmol 650mg Tablet 10'S,Fever,"used to relieve the symptoms of fever, cold and flu",moderate
Pacimol 650mg Tablet 10'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Pamela Suspension 60mlPamela Tablet 10'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Paracin 250mg Suspension 60ml,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Paracin Paediatric 100mg Drops 15ml,Fever,"short-term treatment for fever, moderate pain, especially following surgery",moderate
Paracon 125mg Syrup 60ml,Fever,"it isÂ used for the relief of mild to moderate pain and feverish conditions such as headache, toothache, colds, influenza, joint pain and period pains",mild
Parafuse 10mg Infusion 100ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Paragreat 250mg Suspension 60mlParagreat 650mg Tablet 15'S,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Paragreat XR Tablet 6'S,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Paraldim 125mg Suspension 60mlParaldim 500mg Tablet 10'SParaldim 250mg Suspension 60mlParaldim 650mg Tablet 10'S,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
Paranim Tablet 10'S,Fever,used to reduce a fever (high temperature),moderate
Parapil 650mg Tablet 10'S,Fever,"used for mild to moderate pain including fever, headache, migraine, nerve pain, toothache, sore throat, period pains and general aches and pains",mild
Parawel 250mg Suspension 60ml,Fever,"used to relieve the symptoms of fever, cold and flu",moderate
Parawok 500mg Tablet 10'SParawok Oral Drops 15mlParawok 1000mg Injection 100ml,Fever,"used to treat headache migraine, fever, post-operative pain, dental pain, musculoskeletal and joint disorders",moderate
Parpol 125mg Suspension 60ml,Fever,"Â fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
PCM 500mg Tablet 10'SPCM 120mg Suspension 60mlPCM 650mg Tablet 10'SPCM 500mg Tablet 15'S,Fever,"it treatsÂ fever and pain, associated with common childhood disorders, tonsilitis, upper respiratory tract infection,",moderate
